User,Article,Message,Price,Currency,Date,Status,Platform
tmsahtop7,R7,يسطا والله أمس البوت ريكس خصم نقاطي تبع تطوير كلمتك ديس الي هي 999 نقطة صدقني,249,points,"2/14/2026, 8:14:08 PM",Delivered,kick
ahmadSigma,UPun,8220721168,499,points,"2/14/2026, 8:13:38 PM",Delivered,kick
yooodn,UPun,9529820687,499,points,"2/14/2026, 8:12:38 PM",Delivered,kick
Beb0_01,50G,01040288961,449,points,"2/14/2026, 8:12:38 PM",Delivered,kick
ghait_2,R7,996230813,249,points,"2/14/2026, 8:12:38 PM",Delivered,kick
iqbs,WK,7889157802,849,points,"2/14/2026, 8:12:08 PM",Delivered,kick
saimora,110DD,10190627497,349,points,"2/14/2026, 8:12:08 PM",Delivered,kick
aooopp,110DD,6455850794,349,points,"2/14/2026, 8:11:38 PM",Delivered,kick
ibrahemzeyno,WK,ID:1185679296,849,points,"2/14/2026, 8:11:38 PM",Delivered,kick
Belelsjaknal,110DD,4410073363,349,points,"2/14/2026, 8:11:38 PM",Delivered,kick
GNYT_8895983044,110DD,889598304,349,points,"2/14/2026, 8:11:38 PM",Delivered,kick
MARS_YT,110DD,2727958973,349,points,"2/14/2026, 8:11:38 PM",Delivered,kick
dinocr777,R7,8467992933,249,points,"2/14/2026, 8:11:08 PM",Delivered,kick
Mali888om,110DD,2075583680,349,points,"2/14/2026, 8:11:08 PM",Delivered,kick
abd1094,110DD,13210720541,349,points,"2/14/2026, 8:11:08 PM",Delivered,kick
wolf_team_dz,110DD,8147015668 8147015668,349,points,"2/14/2026, 8:11:08 PM",Delivered,kick
massoud_16,110DD,6127288762,349,points,"2/14/2026, 8:11:08 PM",Delivered,kick
fiog6,110DD,5327542027,349,points,"2/14/2026, 8:11:08 PM",Delivered,kick
SIPRINDO,110DD,1163907837,349,points,"2/14/2026, 8:11:08 PM",Delivered,kick
yassin8798,LP,4366387613,249,points,"2/14/2026, 8:10:38 PM",Delivered,kick
samiryyy,LP,7794051898,249,points,"2/14/2026, 8:10:38 PM",Delivered,kick
adem2084v,LP,1039933222,249,points,"2/14/2026, 8:10:38 PM",Delivered,kick
a6s9,R7,5593483705,249,points,"2/14/2026, 8:10:08 PM",Delivered,kick
the_storm_a,50G,01032039489 وياريت يحب تحول لكلوشا القديم ❤️😘,449,points,"2/14/2026, 8:09:38 PM",Delivered,kick
mostfa0100,R7,01007228870 وتس,249,points,"2/14/2026, 8:04:38 PM",Delivered,kick
LG2000g,R7,8249406113,249,points,"2/14/2026, 8:02:08 PM",Delivered,kick
itsdhia,R7,id:1835010649,249,points,"2/14/2026, 8:01:08 PM",Delivered,kick
amir121d,R7,2110462053,249,points,"2/14/2026, 8:00:38 PM",Delivered,kick
vola9,110Un,7812443629,599,points,"2/14/2026, 8:00:08 PM",Delivered,kick
yousef_elsadne,50G,01029872978,449,points,"2/14/2026, 7:57:38 PM",Delivered,kick
Ayakhe,support,انت ما بتجدد الغاء الطلبات الغيلي 2 مستوى هما في الديس ارجوك الايدي10739451381,99,points,"2/14/2026, 7:57:08 PM",Delivered,kick
didocaza,WK,2247257237,849,points,"2/14/2026, 7:54:38 PM",Delivered,kick
Xx_GADA3_Xx,WK,620878652,849,points,"2/14/2026, 7:53:08 PM",Delivered,kick
rogare14,R7,إنستغرام : the_azz_code,249,points,"2/14/2026, 7:53:08 PM",Delivered,kick
DSFG8,110DD,770633934,349,points,"2/14/2026, 7:53:08 PM",Delivered,kick
fawazokab,110DD,8310799547,349,points,"2/14/2026, 7:53:08 PM",Delivered,kick
FAHD228376,110DD,4961351616,349,points,"2/14/2026, 7:53:08 PM",Delivered,kick
Mohamed97789,LP,2187053652,249,points,"2/14/2026, 7:52:38 PM",Delivered,kick
izen_sosky,LP,2459383131,249,points,"2/14/2026, 7:52:38 PM",Delivered,kick
Manal128,LP,6791662865,249,points,"2/14/2026, 7:52:38 PM",Delivered,kick
MARTEN15010,R7,11709986163,249,points,"2/14/2026, 7:48:38 PM",Delivered,kick
PIDRui,110Un,9916778942,599,points,"2/14/2026, 7:47:38 PM",Delivered,kick
ucoehc2798,60PG,51774576836,499,points,"2/14/2026, 7:47:38 PM",Delivered,kick
Muhammad_MR,VIP,Instagram: muhammad_ismail305Whatsapp: 01080991909ID: 12920734277,399,points,"2/14/2026, 7:46:38 PM",Delivered,kick
moltaxi,R7,2164897283,249,points,"2/14/2026, 7:44:08 PM",Delivered,kick
gfggxwhs,110Un,2605927002,599,points,"2/14/2026, 7:42:38 PM",Delivered,kick
3ali7072,R7,!shop buy R7 !shop buy R7 2376800726,249,points,"2/14/2026, 7:40:08 PM",Delivered,kick
mhymnw2012,R7,2379617814,249,points,"2/14/2026, 7:37:38 PM",Delivered,kick
amidodi,تقدم بطلب للإشراف,discord: amidodi,500,points,"2/14/2026, 7:34:08 PM",Delivered,kick
snaiperff,شعار الأوجي المميز ,,199,points,"2/14/2026, 7:32:38 PM",Delivered,kick
tala5531,R7,t__o.53,249,points,"2/14/2026, 7:31:08 PM",Delivered,kick
y1u2o3s4s5e6f7,UPun,10275795626 عاش احلي مطور ومصدقية,499,points,"2/14/2026, 7:25:38 PM",Delivered,kick
GHIMOUZ23,110Un,2558622903,599,points,"2/14/2026, 7:24:08 PM",Delivered,kick
LG_yousefexe,110Un,2625851152,599,points,"2/14/2026, 7:21:08 PM",Delivered,kick
74KlCK09,R7,5673642925🌹.ايدي فري فاير رقم واتس +963959625771,249,points,"2/14/2026, 7:18:08 PM",Delivered,kick
abdodz2025,110Un,7531611844. . انا شحنت من عندك من قبل باقة المستوى و110 جوهرة وما وصلوني☹️💔,599,points,"2/14/2026, 7:14:08 PM",Delivered,kick
Anas9088677,R7,10431808156,249,points,"2/14/2026, 7:13:38 PM",Delivered,kick
xixgzjsjhf,Weekun,تمساح انا عندي طلب قديم شوف بنفسك9697975553,1299,points,"2/14/2026, 7:11:08 PM",Delivered,kick
Ali041,R7,3019732627,249,points,"2/14/2026, 7:06:38 PM",Delivered,kick
smerardo18,R7,14453416631,249,points,"2/14/2026, 7:01:08 PM",Delivered,kick
sgghgs,R7,14490637698 تمساح الاسطوره انا حسابي اوروبا ما اوسطها عشان تعرف,249,points,"2/14/2026, 6:58:08 PM",Delivered,kick
Mohammad7382,support,سلام عليكم انا كنت محول فلوس علي رقم مفهوش فوفدوان كاش ف عوز اغير رقم01009358949,99,points,"2/14/2026, 6:57:08 PM",Delivered,kick
Younes_XO_21,R7,13503262932,249,points,"2/14/2026, 6:34:08 PM",Delivered,kick
Saad55saad,UPun,8418616543,499,points,"2/14/2026, 6:14:38 PM",Delivered,kick
yonnes88,UPun,9549692525,499,points,"2/14/2026, 6:13:38 PM",Delivered,kick
ALKALELE,support,يا تمساح ارجوك انا اشتريت ١٠٠ جوهره قبل كثير ولحد الان ما وصلتني ارجوك شوفه وشكر,99,points,"2/14/2026, 4:52:38 PM",Delivered,kick
zxxx557,R7,01112873854,249,points,"2/14/2026, 4:45:08 PM",Delivered,kick
MONTASER1234,R7,bllhmhmdmntsr انستا,249,points,"2/14/2026, 4:33:38 PM",Delivered,kick
RAJAWI881,110Un,10978728803,599,points,"2/14/2026, 11:54:01 AM",Delivered,kick
fiog6,support,أنا شريت 110 جوهره واتخصمت نقاطي بس طلبي ما ضهر بالمتجر ممكن تشيك وتعوضني,99,points,"2/14/2026, 8:44:31 AM",Delivered,kick
djalilepolina,R7,9122171366,249,points,"2/14/2026, 1:07:31 AM",Delivered,kick
ayman_uh_07,bass,8736424246,249,points,"2/14/2026, 12:51:31 AM",Delivered,kick
Anas889900,WK,2573240718,849,points,"2/14/2026, 12:50:01 AM",Delivered,kick
ufynh,WK,1994587332,849,points,"2/14/2026, 12:49:01 AM",Delivered,kick
RashedRash,R7,4916323620,249,points,"2/14/2026, 12:48:01 AM",Delivered,kick
DARX0ATLAS,bass,@kogaka_kogaka,249,points,"2/14/2026, 12:44:01 AM",Delivered,kick
mahdgamer32,UPun,8974141614,499,points,"2/14/2026, 12:43:01 AM",Delivered,kick
fgwubw,110DD,11485302112,349,points,"2/14/2026, 12:43:01 AM",Delivered,kick
NADA6,bass,+966 533925402,249,points,"2/14/2026, 12:43:01 AM",Delivered,kick
sniperawm333,110DD,10357282053,349,points,"2/14/2026, 12:43:01 AM",Delivered,kick
5301265577,110DD,5301265577,349,points,"2/14/2026, 12:42:31 AM",Delivered,kick
loulousousou,bass,12602556317,249,points,"2/14/2026, 12:42:31 AM",Delivered,kick
Mohammad7382,50G,01022972106,449,points,"2/14/2026, 12:42:01 AM",Delivered,kick
kastor444,LP,6622142390,249,points,"2/14/2026, 12:41:31 AM",Delivered,kick
Adnanshatta,LP,8325721987,249,points,"2/14/2026, 12:41:01 AM",Delivered,kick
Zakaria7BEN,110DD,13074939705,349,points,"2/14/2026, 12:41:01 AM",Delivered,kick
Tosf6,WK,9473826434,849,points,"2/14/2026, 12:41:01 AM",Delivered,kick
super_adamm,LP,8546133865,249,points,"2/14/2026, 12:41:01 AM",Delivered,kick
ahmed679allh,bass,10100679130,249,points,"2/14/2026, 12:41:01 AM",Delivered,kick
huda585,110DD,9606983684,349,points,"2/14/2026, 12:41:01 AM",Delivered,kick
iuhjhh,LP,2235948785,249,points,"2/14/2026, 12:41:01 AM",Delivered,kick
YASSIN_TY0,LP,13993148420,249,points,"2/14/2026, 12:41:01 AM",Delivered,kick
OP_HOSAM,Weekun,2050936060,1299,points,"2/14/2026, 12:39:31 AM",Delivered,kick
SAMED121212,support,تمشاح بالله عليك اشحنلي المستوى 30 ام 350 لما تصل الفلوس عشان التوب 7781415612,99,points,"2/14/2026, 12:39:01 AM",Delivered,kick
Yu_jin9,110Un,عندي طلب يوم الخميس+هذا الطلب 8570934821,599,points,"2/14/2026, 12:37:01 AM",Delivered,kick
Amr6656,50G,01229606667,449,points,"2/14/2026, 12:28:01 AM",Delivered,kick
kgkghh,110Un,9916778942,599,points,"2/14/2026, 12:27:31 AM",Delivered,kick
anis_niso_99,110Un,3493272619,599,points,"2/14/2026, 12:15:31 AM",Delivered,kick
Absse999,Weekun,2573240718,1299,points,"2/14/2026, 12:12:31 AM",Delivered,kick
lmeknassi11,UPun,7885150296,499,points,"2/14/2026, 12:08:01 AM",Delivered,kick
Apdo64,VIP,معرف العبه 6524839486,399,points,"2/14/2026, 12:06:31 AM",Delivered,kick
mdalhwt,60PG,5381516652,499,points,"2/14/2026, 12:00:01 AM",Delivered,kick
fqayah,support,ياتمساح إشتريت الرقصات البوت بعثلي طلب رفضتى بالغلاط عيدلي نقاط أو الرقصات144,99,points,"2/13/2026, 11:47:01 PM",Delivered,kick
hfhjcfkbj,support,تمساح أشتريتة بطقتة رفع المدينة 2 أنتي وفقتة على وحدا فقط أرجوك وفق على الثني🫶,99,points,"2/13/2026, 11:44:01 PM",Delivered,kick
wtjt,110Un,9041970696,599,points,"2/13/2026, 11:41:01 PM",Delivered,kick
BenIssa082,UPun,8831380952,499,points,"2/13/2026, 11:40:31 PM",Delivered,kick
amir12sA,WK,2110462053,849,points,"2/13/2026, 11:32:31 PM",Delivered,kick
hoyame16,110Un,10145057985,599,points,"2/13/2026, 11:30:31 PM",Delivered,kick
Gilgamesh56,110DD,6580490306,349,points,"2/13/2026, 11:30:01 PM",Delivered,kick
onvfgkk,WK,6645067204,849,points,"2/13/2026, 11:30:01 PM",Delivered,kick
imadid133,110DD,2367511990,349,points,"2/13/2026, 11:29:31 PM",Delivered,kick
hfhjcfkbj,LP,14257427366,249,points,"2/13/2026, 11:29:31 PM",Delivered,kick
mr_ILYSSE,LP,12126729049,249,points,"2/13/2026, 11:29:31 PM",Delivered,kick
diy4,WK,10811025797,849,points,"2/13/2026, 11:29:01 PM",Delivered,kick
ichhalia,110DD,12347202127,349,points,"2/13/2026, 11:29:01 PM",Delivered,kick
RONALDOSff7,LP,6211828952,249,points,"2/13/2026, 11:28:31 PM",Delivered,kick
alok2945,UPun,14496885579,499,points,"2/13/2026, 11:28:01 PM",Delivered,kick
Hassan_486,50G,01028012694 انت اصدق شخص,449,points,"2/13/2026, 11:25:01 PM",Delivered,kick
yaseer0_1,WK,2050936060,849,points,"2/13/2026, 11:22:31 PM",Delivered,kick
999Merouane,UPun,9022694534,499,points,"2/13/2026, 11:22:01 PM",Delivered,kick
kyutdyrsk,60PG,في اربع شحنات شدات ما وصلوني حاول اتاكد توصلني الشحنات الجاية51774576836,499,points,"2/13/2026, 11:22:01 PM",Delivered,kick
HASSSANNNK,WK,7491677512,849,points,"2/13/2026, 11:19:31 PM",Delivered,kick
chernifa,WK,7833970063,849,points,"2/13/2026, 11:14:31 PM",Delivered,kick
dyanew_99,LP,10275417692,249,points,"2/13/2026, 11:14:01 PM",Delivered,kick
Tahrapoui,LP,12571244713,249,points,"2/13/2026, 11:14:01 PM",Delivered,kick
dz2sa,110DD,2580214232,349,points,"2/13/2026, 11:14:01 PM",Delivered,kick
said_bouch,110DD,692021475,349,points,"2/13/2026, 11:13:31 PM",Delivered,kick
brahimbyd,110DD,1385188293,349,points,"2/13/2026, 11:13:31 PM",Delivered,kick
Bebo73,LP,8379077876,249,points,"2/13/2026, 11:13:31 PM",Delivered,kick
LWEBFF,110Un,1002994994 احلى مطوووور,599,points,"2/13/2026, 10:58:31 PM",Delivered,kick
ZIADZcr,support,بحبك ياتمساح يا اسطوره بس انا كان ليا عضويه اسبوعيه كونت من يوم خميس يارب تعملها,99,points,"2/13/2026, 10:56:01 PM",Delivered,kick
youcef71717,UPun,12197641724,499,points,"2/13/2026, 10:55:31 PM",Delivered,kick
bgsdg,support,احبك ارجوك تشحن لي 2057814786,99,points,"2/13/2026, 10:53:31 PM",Delivered,kick
jckgkc,R7,التمساح,249,points,"2/13/2026, 10:53:01 PM",Delivered,kick
louay1994,UPun,2659539882,499,points,"2/13/2026, 10:50:01 PM",Delivered,kick
ILYASBo2006,VIP,اريد حصول على مزيد من دابل,399,points,"2/13/2026, 10:40:01 PM",Delivered,kick
kakidara,شعار الأوجي المميز ,,199,points,"2/13/2026, 10:37:31 PM",Delivered,kick
Mohamad09818,UPun,3982148126,499,points,"2/13/2026, 10:34:01 PM",Delivered,kick
AYOUB9U,R7,!shop buy R7 9751826628 ID الإنستغرام تبعي AYOUB LIFA إذا الرقصات تجي يمكن استعم,249,points,"2/13/2026, 10:31:31 PM",Delivered,kick
Abdouchlfi02,UPun,12164578767,499,points,"2/13/2026, 10:17:01 PM",Delivered,kick
JFAFr,R7,12345542513,249,points,"2/13/2026, 10:15:01 PM",Delivered,kick
hkraoe,R7,هي اسمي على العبةNaurarto هي اليدي3376385542,249,points,"2/13/2026, 10:12:01 PM",Delivered,kick
anass_gaming76,support,اخيا تمساح ممكن تشوف طلباتي واشحنهملي الان او بعد ايفون❤️❤️❤️❤️🌹,99,points,"2/13/2026, 10:08:01 PM",Delivered,kick
ABDOALWHB,110Un,8368414307,599,points,"2/13/2026, 10:07:31 PM",Delivered,kick
seemr,WK,7261883942,849,points,"2/13/2026, 10:04:31 PM",Delivered,kick
mero999999,50G,01050592842!50G 01050592842,449,points,"2/13/2026, 10:03:31 PM",Delivered,kick
NINJA_7YT,R7,10321624764,249,points,"2/13/2026, 10:03:01 PM",Delivered,kick
Abdullah18119,LP,11935507797,249,points,"2/13/2026, 10:03:01 PM",Delivered,kick
tmsah1king,110DD,1356308454,349,points,"2/13/2026, 10:03:01 PM",Delivered,kick
az2r,LP,13317083071 عندي طلب قديم,249,points,"2/13/2026, 10:03:01 PM",Delivered,kick
nooh575757,110DD,7201239322,349,points,"2/13/2026, 10:03:01 PM",Delivered,kick
Ameer87643,110DD,2055633064,349,points,"2/13/2026, 10:03:01 PM",Delivered,kick
Madridi287,LP,13584646082,249,points,"2/13/2026, 10:03:01 PM",Delivered,kick
ibrahemzeyno,support,طلب قديم من قبل التصفير ماوصلني ممكن تعويض,99,points,"2/13/2026, 10:02:01 PM",Delivered,kick
AbdouG24,UPun,9725420789,499,points,"2/13/2026, 10:01:01 PM",Delivered,kick
tairt,110Un,1637164262,599,points,"2/13/2026, 10:01:01 PM",Delivered,kick
abdo0914,60PG,5585460860,499,points,"2/13/2026, 9:58:01 PM",Delivered,kick
islam_inspir1,UPun,9248068446,499,points,"2/13/2026, 9:51:31 PM",Delivered,kick
Med333ffx,R7,12408860736,249,points,"2/13/2026, 9:48:01 PM",Delivered,kick
EssamC7,R7,12928987023,249,points,"2/13/2026, 9:48:01 PM",Delivered,kick
OsamaAttallah,support,تمساح كتبت في بطاقة المستوي ان لي طلب وحضرتك عملته بس نسيت وعملت صح علي البطاقة,99,points,"2/13/2026, 9:35:31 PM",Delivered,kick
White444FFFff,50G,01080387606,449,points,"2/13/2026, 9:33:01 PM",Delivered,kick
RONALDOSff7,LP,6211828952@TMSAHFF ممكن تعطيني اشراف,249,points,"2/13/2026, 9:32:31 PM",Delivered,kick
massoud_16,110DD,6127288762,349,points,"2/13/2026, 9:32:31 PM",Delivered,kick
gassertm,110DD,1356308454,349,points,"2/13/2026, 9:32:31 PM",Delivered,kick
RONALDO1dn,110DD,7493884962,349,points,"2/13/2026, 9:32:31 PM",Delivered,kick
Guuun,LP,14235051162,249,points,"2/13/2026, 9:32:31 PM",Delivered,kick
167bd,LP,9788058250,249,points,"2/13/2026, 9:32:31 PM",Delivered,kick
Ygrydyydydy,110Un,11690426577 11690426577,599,points,"2/13/2026, 9:30:01 PM",Delivered,kick
Like_Jenniee,R7,9902515805,249,points,"2/13/2026, 9:20:31 PM",Delivered,kick
lmopqrs_5577,kod55,968+76329321,649,points,"2/13/2026, 9:19:31 PM",Delivered,kick
kingsyrigt,110Un,5104445618ولله,599,points,"2/13/2026, 9:19:31 PM",Delivered,kick
kaily77,WK,357713062,849,points,"2/13/2026, 9:19:01 PM",Delivered,kick
NEW_ABDOU2,110DD,2573240718,349,points,"2/13/2026, 9:18:31 PM",Delivered,kick
abudly,110DD,1868055984,349,points,"2/13/2026, 9:18:31 PM",Delivered,kick
Ayman_yt_123,110DD,10950647461,349,points,"2/13/2026, 9:18:31 PM",Delivered,kick
4012208194,LP,14235051162,249,points,"2/13/2026, 9:18:31 PM",Delivered,kick
skmaa,LP,3751878059شوف طلباتي القديمة وعوضني ب400 نقط,249,points,"2/13/2026, 9:18:31 PM",Delivered,kick
azizhossine,LP,6633366584,249,points,"2/13/2026, 9:18:31 PM",Delivered,kick
Khalid8714,UPun,11887810877,499,points,"2/13/2026, 9:16:01 PM",Delivered,kick
emmy_ff,Weekun,817491950,1299,points,"2/13/2026, 9:13:01 PM",Delivered,kick
lihiuyhi,تقدم بطلب للإشراف,,500,points,"2/13/2026, 9:12:01 PM",Delivered,kick
AHMED515ahmed,110Un,7452291842,599,points,"2/13/2026, 9:11:31 PM",Delivered,kick
abdo54G,110Un,9350360022,599,points,"2/13/2026, 8:48:00 PM",Delivered,kick
SAMED121212,support,والله اصدق متجر كيك انا كنت شاك اولها بس طلعت حقيقة تشحن اخوم من فلسطين,99,points,"2/13/2026, 8:46:30 PM",Delivered,kick
medticj,60PG,!shop buy 60PG 52393976986,499,points,"2/13/2026, 8:45:00 PM",Delivered,kick
fares4449,110Un,1570452682,599,points,"2/13/2026, 8:43:30 PM",Delivered,kick
0009884848n,UPun,1831517120,499,points,"2/13/2026, 8:42:30 PM",Delivered,kick
HassanSayed1,50G,01095205894,449,points,"2/13/2026, 8:40:00 PM",Delivered,kick
engadnan195,110Un,8325721987,599,points,"2/13/2026, 8:33:00 PM",Delivered,kick
hddhdhdgdb,UPun,ID 3691972002,499,points,"2/13/2026, 8:28:00 PM",Delivered,kick
abdulmelik7,R7,11718101029,249,points,"2/13/2026, 8:25:00 PM",Delivered,kick
BITMORTY,UPun,8506780876 الله يخليييك ياتمساح لينا,499,points,"2/13/2026, 8:19:00 PM",Delivered,kick
abodeosa,R7,9816391047,249,points,"2/13/2026, 8:16:30 PM",Delivered,kick
sruzh,LP,8773353415,249,points,"2/13/2026, 8:15:00 PM",Delivered,kick
chouaaib225,LP,4791901934,249,points,"2/13/2026, 8:15:00 PM",Delivered,kick
Seifddinne,LP,6031453779,249,points,"2/13/2026, 8:15:00 PM",Delivered,kick
youssef2008754,WK,8065058104,849,points,"2/13/2026, 8:14:30 PM",Delivered,kick
fatahsobartini,110DD,1163907837,349,points,"2/13/2026, 8:14:30 PM",Delivered,kick
MO3TASEM_TOP1,110DD,2658279010 جواهر,349,points,"2/13/2026, 8:14:30 PM",Delivered,kick
LGRAYAN1,110DD,8435207511,349,points,"2/13/2026, 8:14:30 PM",Delivered,kick
mazin966,R7,12764659473,249,points,"2/13/2026, 8:09:30 PM",Delivered,kick
Ali041,LP,12808832923,249,points,"2/13/2026, 8:05:00 PM",Delivered,kick
abdffggff,WK,3202735181,849,points,"2/13/2026, 8:05:00 PM",Delivered,kick
Zakaria7BEN,110DD,13074939705,349,points,"2/13/2026, 8:04:30 PM",Delivered,kick
Dughaem,LP,5552187003,249,points,"2/13/2026, 8:04:30 PM",Delivered,kick
massoud_16,110DD,6127288762,349,points,"2/13/2026, 8:04:30 PM",Delivered,kick
abd1094,110DD,13210720541,349,points,"2/13/2026, 8:04:30 PM",Delivered,kick
MohamadsSa,UPun,ابوس رجلك ياتمساح اشحنلي 100 جوره بدل بطاقت امستوه او اشحنلي 50 جوهره معلش ارجوك10012499430,499,points,"2/13/2026, 8:04:30 PM",Delivered,kick
DRAGON900MAN,R7,2556022540,249,points,"2/13/2026, 8:04:00 PM",Delivered,kick
yassin8798,LP,4366387613,249,points,"2/13/2026, 8:03:00 PM",Delivered,kick
ggooiuyw,50G,01080228430,449,points,"2/13/2026, 8:00:30 PM",Delivered,kick
weyaed,WK,9538755499,849,points,"2/13/2026, 8:00:30 PM",Delivered,kick
ya_h_ya_1,R7,11221491025,249,points,"2/13/2026, 7:42:30 PM",Delivered,kick
rachidradoine,R7,12271098255,249,points,"2/13/2026, 7:41:30 PM",Delivered,kick
Mohval00,UPun,6788448219,499,points,"2/13/2026, 7:41:00 PM",Delivered,kick
fqayah,R7,14412751170 insta mo3taz_mhadbi,249,points,"2/13/2026, 7:39:00 PM",Delivered,kick
mohamde_amine_eeeaaa,R7,2790311416,249,points,"2/13/2026, 7:38:00 PM",Delivered,kick
SAMED121212,support,يا تمساح انا عايز طلبي والله بسرعا معتصم ما شحنو لسا بالله عليك,99,points,"2/13/2026, 7:37:00 PM",Delivered,kick
MARSY737,UPun,8521255032لي طلب قديم واسف لإزعاجك,499,points,"2/13/2026, 7:35:00 PM",Delivered,kick
BSHASHA,R7,دة الايدي9742767986 احلى تمساح,249,points,"2/13/2026, 7:34:00 PM",Delivered,kick
tmsahthebest,cancel,whats : +212 663-247124 dis : abdo909_92969,99,points,"2/13/2026, 7:33:00 PM",Delivered,kick
nooh575757,cancel,رجعلي نقاط ددعم المطور تمساح وحيات ابوك عاوز اشتري المشرف,99,points,"2/13/2026, 7:32:30 PM",Delivered,kick
0009884848n,cancel,يا تمساح انا بدي الغي طلب بطاقه المستوى وشكرا الك🥺 انا نفسي ترجع النقاط تاعتك,99,points,"2/13/2026, 7:32:30 PM",Delivered,kick
BolaBeshoy,LP,6411027129,249,points,"2/13/2026, 7:31:30 PM",Delivered,kick
167bd,LP,12260530775,249,points,"2/13/2026, 7:31:30 PM",Delivered,kick
ahmad112344,LP,9664444583,249,points,"2/13/2026, 7:31:30 PM",Delivered,kick
MEHAMADAMI,cancel,يا تمساح أنا شاري عرض 99 و 110 جوهرة و عروض VIP,99,points,"2/13/2026, 7:31:30 PM",Delivered,kick
Hazm_7373737,cancel,عندي طلب قديم من فضلك رد,99,points,"2/13/2026, 7:31:30 PM",Delivered,kick
Younes08791,LP,10195636677,249,points,"2/13/2026, 7:31:30 PM",Delivered,kick
ABOD21356,LP,14708020596,249,points,"2/13/2026, 7:31:00 PM",Delivered,kick
hg65trf,LP,7605544231,249,points,"2/13/2026, 7:31:00 PM",Delivered,kick
p00z,LP,10052864078,249,points,"2/13/2026, 7:31:00 PM",Delivered,kick
5388585215,LP,1254574334,249,points,"2/13/2026, 7:31:00 PM",Delivered,kick
bashar487,R7,11337471090,249,points,"2/13/2026, 7:31:00 PM",Delivered,kick
Egdgx,LP,11177001277,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
ab4w1,LP,10331714540,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
abdo1234050,LP,14508632492,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
Aboubacar2,cancel,يا محترم عندي طلبين قديما لم يصلني 60شدة مرتين و رويال باص من يوم الخميس لم تشح,99,points,"2/13/2026, 7:30:30 PM",Delivered,kick
King123345567,cancel,تمساح انا والله كنت شارى بطاقة رفع مستوى من يوم الخميس الى قبل الى فات وموصلتش,99,points,"2/13/2026, 7:30:30 PM",Delivered,kick
StarryVibes2025,LP,12116000556,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
kokozxzxzzxx,R7,8810980082,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
zokzok13,LP,12141724245,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
Dughaem,LP,5552187003,249,points,"2/13/2026, 7:30:30 PM",Delivered,kick
abdo12345qwertyuiop,LP,9837043375,249,points,"2/13/2026, 7:30:00 PM",Delivered,kick
HE_GAMER1,50G,01091262015,449,points,"2/13/2026, 7:30:00 PM",Delivered,kick
Like_Jenniee,LP,9902515805,249,points,"2/13/2026, 7:30:00 PM",Delivered,kick
Gilgamesh56,WK,6580490306,849,points,"2/13/2026, 7:30:00 PM",Delivered,kick
proover,تقدم بطلب للإشراف,Beroro4646الديس,500,points,"2/13/2026, 7:28:00 PM",Delivered,kick
Omarr_47p,UPun,12201838452,499,points,"2/13/2026, 7:27:00 PM",Delivered,kick
ossamazya_di,R7,12313832035,249,points,"2/13/2026, 7:26:00 PM",Delivered,kick
simoff11,UPun,2031421913. أشتريت بويا باس من برقم واتساب مغريبي اسبوعين وما وصلتنيش,499,points,"2/13/2026, 7:17:00 PM",Delivered,kick
bsjskdhhd,R7,3575924285,249,points,"2/13/2026, 7:15:00 PM",Delivered,kick
Star313,110Un,2759396867,599,points,"2/13/2026, 7:14:00 PM",Delivered,kick
Flame12x,60PG,51301679152,499,points,"2/13/2026, 7:13:00 PM",Delivered,kick
taranao,R7,ازا صار شي هاد حسابي بل انستا taratarsy193 و هاد الايدي 9906788134,249,points,"2/13/2026, 7:12:00 PM",Delivered,kick
ya_h_ya_1,UPun,11221491025,499,points,"2/13/2026, 7:10:30 PM",Delivered,kick
9191086785,110Un,12566624534,599,points,"2/13/2026, 7:09:30 PM",Delivered,kick
EYADTOP10,netdata,01016540502 رقمي او اشحنلي ٥٠ جوهره ونبي علي الايدي 2413598737,249,points,"2/13/2026, 7:09:00 PM",Delivered,kick
LG_KARIM,UPun,3144057273 في بطاقة مستوى فيه 350 جواهر ادى تقضر تشحن هالي,499,points,"2/13/2026, 7:06:30 PM",Delivered,kick
5z9835853e5oetktedtk,UPun,12868533045,499,points,"2/13/2026, 6:55:30 PM",Delivered,kick
mohmdoh,support,ياتمساح انا اشتريت 110 جوهره من المتجر الاخضر هتوصلوي امتا ارجوك رد عليه,99,points,"2/13/2026, 6:55:00 PM",Delivered,kick
yasser30102011,R7,يا تمساح ازاي ما عنديش طلابت أنا طالب عضوية و220جوهرة وظهرت عند صفحة يوسف من شوي,249,points,"2/13/2026, 6:54:30 PM",Delivered,kick
zinosss,R7,12056754658. أنستا zinosss1,249,points,"2/13/2026, 6:54:30 PM",Delivered,kick
mohamed_la96,UPun,9946875445,499,points,"2/13/2026, 6:53:30 PM",Delivered,kick
rabehcr5,UPun,9812536717,499,points,"2/13/2026, 6:53:30 PM",Delivered,kick
eiejjj38,UPun,7876164784,499,points,"2/13/2026, 6:50:30 PM",Delivered,kick
